flight_id,airline,flight_number,origin_airport,destination_airport,departure_time_utc,arrival_time_utc,aircraft_type,distance_km,stops,layover_airports,flight_type,status,delay_minutes,delay_cause,scheduled_duration_min
F0017258,IndiGo,IN8917,AP192,AP236,2025-10-29T20:53:33.743290,2025-10-30T03:04:33.743290,B787,4061,0,,Non-stop,On Time,,,371
F0017259,United,UN1697,AP246,AP142,2025-12-15T15:08:33.743290,2025-12-16T02:35:33.743290,A350,8922,0,,Non-stop,On Time,,,687
F0017260,Cathay,CA8747,AP210,AP045,2026-01-28T00:23:33.743290,2026-01-28T14:30:33.743290,ATR72,11748,1,AP152,One-stop,On Time,,,847
F0017261,SpiceJet,SP1341,AP105,AP029,2025-11-28T15:08:33.743290,2025-11-29T05:13:33.743290,B737-800,9039,0,,Non-stop,Delayed,305,Late Incoming Aircraft,845
F0017262,United,UN162,AP068,AP053,2025-11-11T09:53:33.743290,2025-11-11T13:24:33.743290,B737-800,523,0,,Non-stop,Delayed,230,Other,211
F0017263,Delta,DE6678,AP251,AP032,2025-09-02T12:23:33.743290,2025-09-02T15:56:33.743290,B787,1403,0,,Non-stop,Delayed,247,Weather,213
F0017264,Emirates,EM7499,AP213,AP206,2025-12-27T11:38:33.745299,2025-12-28T03:15:33.745299,B787,12306,0,,Non-stop,On Time,,,937
F0017265,United,UN9916,AP146,AP069,2026-02-04T08:23:33.745299,2026-02-04T10:30:33.745299,ATR72,1266,1,AP240,One-stop,On Time,,,127
F0017266,Qatar Airways,QA9965,AP078,AP202,2025-11-16T16:23:33.745299,2025-11-16T17:40:33.745299,A350,733,0,,Non-stop,On Time,,,77
F0017267,Qatar Airways,QA3542,AP026,AP078,2025-09-27T10:23:33.745299,2025-09-28T04:45:33.745299,B737-800,12749,1,AP218,One-stop,On Time,,,1102
F0017268,IndiGo,IN8985,AP108,AP067,2026-01-14T08:23:33.745299,2026-01-14T14:46:33.745299,A320,3782,0,,Non-stop,On Time,,,383
F0017269,SpiceJet,SP9548,AP144,AP109,2025-10-20T22:53:33.745299,2025-10-21T04:21:33.745299,B777-300ER,1807,0,,Non-stop,Cancelled,,Weather,328
F0017270,Qatar Airways,QA1119,AP208,AP110,2025-09-22T23:38:33.745299,2025-09-23T08:07:33.745299,ATR72,5315,0,,Non-stop,On Time,,,509
F0017271,IndiGo,IN7934,AP060,AP297,2025-08-25T23:23:33.745299,2025-08-26T18:52:33.745299,B787,13538,1,AP141,One-stop,On Time,,,1169
F0017272,Emirates,EM9474,AP018,AP146,2026-01-17T16:53:33.745299,2026-01-18T05:39:33.745299,A321neo,8546,1,AP174,One-stop,On Time,,,766
F0017273,Delta,DE1754,AP266,AP186,2026-01-27T14:23:33.745299,2026-01-27T18:28:33.745299,B787,3751,1,AP035,One-stop,On Time,,,245
F0017274,IndiGo,IN6253,AP285,AP160,2025-12-20T21:23:33.745299,2025-12-21T02:26:33.745299,B787,2729,0,,Non-stop,On Time,,,303
F0017275,Air India,AI3444,AP212,AP063,2026-02-05T21:38:33.745299,2026-02-06T00:39:33.745299,B787,3008,0,,Non-stop,On Time,,,181
F0017276,Air India,AI4850,AP098,AP028,2026-01-30T05:53:33.745299,2026-01-30T13:25:33.745299,ATR72,4362,1,AP014,One-stop,On Time,,,452
F0017277,Delta,DE1515,AP036,AP141,2025-11-09T00:08:33.745299,2025-11-09T02:32:33.745299,B787,352,0,,Non-stop,On Time,,,144
F0017278,Cathay,CA1078,AP034,AP052,2025-12-30T06:08:33.745299,2025-12-30T22:23:33.745299,A320,11598,0,,Non-stop,Delayed,86,Weather,975
F0017279,Cathay,CA9639,AP296,AP171,2026-01-06T07:08:33.745299,2026-01-06T13:07:33.745299,A321neo,4107,0,,Non-stop,On Time,,,359
F0017280,IndiGo,IN7637,AP178,AP102,2025-09-09T12:08:33.745299,2025-09-10T02:14:33.745299,B787,10685,0,,Non-stop,On Time,,,846
F0017281,Emirates,EM6205,AP031,AP065,2025-12-18T07:23:33.745299,2025-12-18T22:34:33.745299,B737-800,11455,0,,Non-stop,On Time,,,911
F0017282,GoAir,GO2201,AP092,AP246,2026-01-21T12:38:33.745299,2026-01-22T03:24:33.745299,ATR72,9433,1,AP274,One-stop,On Time,,,886
F0017283,IndiGo,IN9244,AP168,AP140,2026-01-23T01:38:33.745299,2026-01-23T11:56:33.745299,A320,7600,0,,Non-stop,On Time,,,618
F0017284,Singapore Airlines,SI6401,AP129,AP192,2026-01-01T19:53:33.745299,2026-01-02T14:26:33.745299,A350,12525,0,,Non-stop,On Time,,,1113
F0017285,Emirates,EM7288,AP132,AP289,2025-11-19T08:53:33.745299,2025-11-19T21:44:33.745299,B787,9177,0,,Non-stop,On Time,,,771
F0017286,Qatar Airways,QA3755,AP137,AP184,2025-12-07T14:53:33.745299,2025-12-07T19:43:33.745299,B737-800,3571,1,AP222,One-stop,On Time,,,290
F0017287,Air India,AI7862,AP064,AP017,2025-09-09T15:08:33.745299,2025-09-09T22:55:33.745299,A321neo,5333,0,,Non-stop,On Time,,,467
F0017288,Air India,AI3673,AP106,AP005,2025-11-14T08:38:33.745299,2025-11-14T21:12:33.745299,A320,8664,0,,Non-stop,On Time,,,754
F0017289,Delta,DE1754,AP269,AP005,2025-09-11T09:23:33.745299,2025-09-11T12:08:33.745299,B787,369,0,,Non-stop,On Time,,,165
F0017290,Delta,DE4483,AP049,AP127,2026-02-06T23:08:33.745299,2026-02-07T10:02:33.745299,ATR72,8058,0,,Non-stop,On Time,,,654
F0017291,Vistara,VI6056,AP031,AP248,2026-01-23T18:23:33.745299,2026-01-24T13:01:33.745299,B737-800,12854,0,,Non-stop,Cancelled,,Crew,1118
F0017292,Cathay,CA2465,AP116,AP271,2025-09-06T17:38:33.745299,2025-09-06T19:45:33.745299,ATR72,1393,1,AP107,One-stop,On Time,,,127
F0017293,Emirates,EM8157,AP190,AP238,2025-10-04T05:08:33.745299,2025-10-05T00:38:33.745299,ATR72,13934,0,,Non-stop,On Time,,,1170
F0017294,Lufthansa,LU5003,AP240,AP297,2025-12-09T05:08:33.745299,2025-12-09T08:50:33.745299,A350,3172,2,AP282;AP279,Two-stops,On Time,,,222
F0017295,Vistara,VI5775,AP050,AP012,2026-01-01T02:38:33.747310,2026-01-01T13:59:33.747310,ATR72,7951,1,AP222,One-stop,On Time,,,681
F0017296,Delta,DE335,AP130,AP258,2025-09-16T00:38:33.747310,2025-09-16T17:17:33.747310,A320,12932,0,,Non-stop,Cancelled,,Security,999
F0017297,GoAir,GO7859,AP119,AP022,2025-08-22T09:38:33.747310,2025-08-23T01:15:33.747310,B777-300ER,10542,0,,Non-stop,On Time,,,937
F0017298,Vistara,VI8843,AP236,AP097,2026-01-31T14:08:33.747310,2026-01-31T20:10:33.747310,A321neo,5107,0,,Non-stop,On Time,,,362
F0017299,Qatar Airways,QA8872,AP157,AP022,2025-11-28T05:08:33.747310,2025-11-28T10:37:33.747310,A321neo,1738,0,,Non-stop,Delayed,209,Technical,329
F0017300,Emirates,EM1564,AP006,AP296,2025-10-12T19:08:33.747310,2025-10-13T03:30:33.747310,B777-300ER,6600,0,,Non-stop,On Time,,,502
F0017301,Lufthansa,LU763,AP212,AP270,2025-10-17T01:23:33.747310,2025-10-17T15:31:33.747310,B737-800,10783,0,,Non-stop,On Time,,,848
F0017302,Qatar Airways,QA1989,AP117,AP246,2025-09-07T01:08:33.747310,2025-09-07T03:56:33.747310,A320,574,1,AP144,One-stop,On Time,,,168
F0017303,SpiceJet,SP9592,AP012,AP006,2025-08-17T19:53:33.747310,2025-08-17T21:30:33.747310,A350,855,1,AP150,One-stop,On Time,,,97
F0017304,Vistara,VI9291,AP053,AP189,2026-01-16T01:53:33.747310,2026-01-16T07:05:33.747310,A320,4536,0,,Non-stop,On Time,,,312
F0017305,Lufthansa,LU3394,AP146,AP062,2025-08-24T13:08:33.747310,2025-08-25T07:28:33.747310,A321neo,13449,2,AP199;AP129,Two-stops,On Time,,,1100
F0017306,Lufthansa,LU264,AP254,AP143,2026-01-16T06:53:33.747310,2026-01-16T15:37:33.747310,B737-800,4017,0,,Non-stop,On Time,,,524
F0017307,Cathay,CA1866,AP164,AP091,2025-11-19T14:53:33.747310,2025-11-19T21:50:33.747310,B787,5140,0,,Non-stop,On Time,,,417
F0017308,Cathay,CA3500,AP117,AP203,2025-10-04T14:53:33.747310,2025-10-04T19:18:33.747310,A321neo,1789,0,,Non-stop,On Time,,,265
F0017309,SpiceJet,SP1205,AP246,AP164,2025-12-15T20:23:33.747310,2025-12-16T05:56:33.747310,ATR72,6448,0,,Non-stop,On Time,,,573
F0017310,Vistara,VI1165,AP117,AP186,2026-01-29T10:08:33.747310,2026-01-29T23:11:33.747310,B737-800,9456,1,AP099,One-stop,On Time,,,783
F0017311,Qatar Airways,QA711,AP137,AP198,2025-09-13T00:38:33.747310,2025-09-13T15:14:33.747310,ATR72,10145,0,,Non-stop,On Time,,,876
F0017312,Cathay,CA9140,AP049,AP261,2025-11-29T22:53:33.747310,2025-11-30T14:45:33.747310,B777-300ER,11377,1,AP131,One-stop,On Time,,,952
F0017313,Delta,DE1706,AP077,AP211,2025-12-03T10:38:33.747310,2025-12-04T04:37:33.747310,A320,12192,1,AP271,One-stop,On Time,,,1079
F0017314,United,UN9910,AP263,AP050,2026-01-01T06:23:33.747310,2026-01-01T21:05:33.747310,A350,9646,1,AP212,One-stop,On Time,,,882
F0017315,Lufthansa,LU1318,AP154,AP228,2026-02-04T09:23:33.747310,2026-02-04T17:18:33.747310,A321neo,3673,0,,Non-stop,On Time,,,475
F0017316,Cathay,CA6208,AP220,AP007,2025-08-25T13:08:33.747310,2025-08-25T21:04:33.747310,B787,5207,0,,Non-stop,On Time,,,476
F0017317,Lufthansa,LU697,AP173,AP100,2025-08-21T04:23:33.747310,2025-08-21T17:42:33.747310,B737-800,10323,1,AP105,One-stop,On Time,,,799
F0017318,Delta,DE8551,AP090,AP160,2025-09-13T09:08:33.747310,2025-09-13T13:41:33.747310,B777-300ER,3535,0,,Non-stop,On Time,,,273
F0017319,IndiGo,IN3074,AP151,AP033,2026-01-17T19:38:33.747310,2026-01-18T01:42:33.747310,A320,4619,0,,Non-stop,On Time,,,364
F0017320,IndiGo,IN5934,AP224,AP022,2026-01-06T02:38:33.747310,2026-01-06T11:13:33.747310,B737-800,7151,0,,Non-stop,Cancelled,,Technical,515
F0017321,Lufthansa,LU7974,AP223,AP057,2026-01-28T13:53:33.747310,2026-01-29T09:51:33.747310,A350,13570,1,AP184,One-stop,Delayed,90,Security,1198
F0017322,SpiceJet,SP2678,AP083,AP079,2025-12-25T08:53:33.747310,2025-12-25T23:58:33.747310,B737-800,10960,0,,Non-stop,On Time,,,905
F0017323,Cathay,CA8207,AP200,AP196,2025-12-30T03:23:33.747310,2025-12-30T13:46:33.747310,A321neo,7821,0,,Non-stop,On Time,,,623
F0017324,Singapore Airlines,SI8621,AP139,AP240,2025-11-20T08:38:33.749320,2025-11-21T00:09:33.749320,A321neo,12037,0,,Non-stop,Delayed,83,Other,931
F0017325,Emirates,EM5953,AP167,AP020,2025-11-17T15:53:33.749320,2025-11-18T05:19:33.749320,B737-800,8710,0,,Non-stop,On Time,,,806
F0017326,United,UN3082,AP157,AP095,2025-10-17T06:08:33.749320,2025-10-17T22:15:33.749320,A321neo,12489,1,AP120,One-stop,On Time,,,967
F0017327,Emirates,EM1453,AP281,AP268,2025-09-02T13:23:33.749320,2025-09-03T03:16:33.749320,A320,9553,0,,Non-stop,On Time,,,833
F0017328,GoAir,GO7135,AP217,AP297,2025-11-09T15:38:33.749320,2025-11-09T23:02:33.749320,ATR72,4240,0,,Non-stop,On Time,,,444
F0017329,GoAir,GO2367,AP158,AP296,2025-12-02T07:53:33.749320,2025-12-02T14:44:33.749320,A321neo,2898,0,,Non-stop,On Time,,,411
F0017330,SpiceJet,SP8505,AP170,AP120,2025-12-08T08:23:33.749320,2025-12-08T17:17:33.749320,A350,6210,1,AP078,One-stop,On Time,,,534
F0017331,Singapore Airlines,SI4161,AP185,AP266,2025-11-16T18:08:33.749320,2025-11-17T10:26:33.749320,A320,11419,0,,Non-stop,Delayed,370,Security,978
F0017332,SpiceJet,SP4090,AP169,AP213,2025-11-25T19:38:33.749320,2025-11-26T11:08:33.749320,A350,11090,0,,Non-stop,On Time,,,930
F0017333,Qatar Airways,QA2809,AP091,AP253,2026-01-23T20:23:33.749320,2026-01-24T02:59:33.749320,B737-800,3884,0,,Non-stop,On Time,,,396
F0017334,Delta,DE1088,AP218,AP291,2025-11-09T22:53:33.749320,2025-11-10T15:46:33.749320,B787,10424,0,,Non-stop,On Time,,,1013
F0017335,GoAir,GO6266,AP032,AP196,2025-12-07T18:53:33.749320,2025-12-08T12:29:33.749320,B787,13469,0,,Non-stop,Delayed,243,Other,1056
F0017336,Cathay,CA9279,AP127,AP285,2026-01-03T14:23:33.749320,2026-01-04T08:03:33.749320,B787,12760,1,AP241,One-stop,Delayed,275,Crew,1060
F0017337,SpiceJet,SP7424,AP030,AP069,2025-11-23T07:53:33.749320,2025-11-23T20:50:33.749320,B777-300ER,8649,0,,Non-stop,On Time,,,777
F0017338,Singapore Airlines,SI4237,AP111,AP072,2026-01-28T15:23:33.749320,2026-01-28T20:47:33.749320,A350,4778,0,,Non-stop,On Time,,,324
F0017339,Emirates,EM4575,AP124,AP244,2025-12-02T15:38:33.749320,2025-12-03T06:40:33.749320,B787,11975,1,AP075,One-stop,On Time,,,902
F0017340,GoAir,GO3534,AP173,AP185,2025-11-11T13:38:33.749320,2025-11-11T17:56:33.749320,B787,2931,0,,Non-stop,On Time,,,258
F0017341,SpiceJet,SP3857,AP188,AP274,2025-10-16T21:23:33.749320,2025-10-17T06:27:33.749320,A320,6458,0,,Non-stop,On Time,,,544
F0017342,Qatar Airways,QA1961,AP135,AP245,2025-10-10T10:38:33.749320,2025-10-10T23:51:33.749320,B737-800,10343,0,,Non-stop,On Time,,,793
F0017343,Delta,DE3604,AP106,AP195,2025-10-08T14:38:33.749320,2025-10-08T23:48:33.749320,ATR72,7803,0,,Non-stop,On Time,,,550
F0017344,Emirates,EM9162,AP028,AP289,2025-11-25T21:53:33.749320,2025-11-26T07:06:33.749320,A321neo,6028,1,AP135,One-stop,Delayed,33,Technical,553
F0017345,Delta,DE9022,AP188,AP270,2025-08-21T18:23:33.749320,2025-08-22T10:12:33.749320,B777-300ER,9800,0,,Non-stop,Delayed,25,Security,949
F0017346,Delta,DE7271,AP193,AP035,2026-01-25T19:38:33.749320,2026-01-26T06:49:33.749320,B737-800,6439,0,,Non-stop,On Time,,,671
F0017347,Qatar Airways,QA529,AP054,AP186,2025-09-25T00:08:33.749320,2025-09-25T08:26:33.749320,B787,5757,0,,Non-stop,On Time,,,498
F0017348,GoAir,GO619,AP096,AP120,2025-09-03T09:23:33.749320,2025-09-03T21:04:33.749320,A321neo,6768,0,,Non-stop,On Time,,,701
F0017349,Singapore Airlines,SI7091,AP299,AP248,2025-11-19T15:38:33.749320,2025-11-20T10:15:33.749320,B777-300ER,13026,0,,Non-stop,On Time,,,1117
F0017350,SpiceJet,SP9419,AP031,AP111,2025-10-26T11:23:33.749320,2025-10-26T23:50:33.749320,ATR72,7492,0,,Non-stop,On Time,,,747
F0017351,Singapore Airlines,SI2301,AP034,AP146,2025-11-03T11:38:33.749320,2025-11-04T02:20:33.749320,B777-300ER,10808,0,,Non-stop,On Time,,,882
F0017352,Emirates,EM5893,AP146,AP049,2025-09-10T18:08:33.749320,2025-09-10T22:20:33.749320,B777-300ER,2139,0,,Non-stop,On Time,,,252
F0017353,Vistara,VI9569,AP049,AP050,2025-08-14T13:53:33.749320,2025-08-14T18:32:33.749320,A320,1690,0,,Non-stop,On Time,,,279
F0017354,Emirates,EM7346,AP172,AP249,2025-09-01T17:38:33.749320,2025-09-02T00:05:33.749320,A320,3166,0,,Non-stop,On Time,,,387
F0017355,Cathay,CA8283,AP019,AP290,2025-10-25T09:23:33.749320,2025-10-26T01:19:33.749320,B777-300ER,11751,0,,Non-stop,On Time,,,956
F0017356,Cathay,CA3764,AP291,AP135,2025-12-31T09:53:33.749320,2025-12-31T17:10:33.749320,ATR72,5994,0,,Non-stop,On Time,,,437
F0017357,Cathay,CA1160,AP290,AP055,2026-02-04T07:23:33.749320,2026-02-04T17:50:33.749320,B737-800,6060,0,,Non-stop,On Time,,,627
F0017358,SpiceJet,SP1131,AP132,AP243,2025-08-26T21:23:33.749320,2025-08-27T14:37:33.749320,A320,13812,0,,Non-stop,On Time,,,1034
F0017359,United,UN2154,AP187,AP261,2025-08-18T08:08:33.749320,2025-08-18T16:54:33.749320,A350,4275,0,,Non-stop,On Time,,,526
F0017360,IndiGo,IN2551,AP225,AP212,2026-01-17T14:38:33.749320,2026-01-17T20:01:33.749320,A350,3229,0,,Non-stop,Delayed,276,ATC,323
F0017361,Cathay,CA2131,AP189,AP209,2026-01-27T11:08:33.749320,2026-01-27T20:14:33.749320,B737-800,6984,0,,Non-stop,Delayed,221,ATC,546
F0017362,Emirates,EM5101,AP266,AP207,2025-09-10T23:08:33.749320,2025-09-11T11:34:33.749320,A350,8599,0,,Non-stop,On Time,,,746
F0017363,Cathay,CA9478,AP068,AP052,2025-11-04T15:23:33.749320,2025-11-05T07:59:33.749320,B787,10754,1,AP091,One-stop,On Time,,,996
F0017364,Qatar Airways,QA5785,AP100,AP001,2025-08-22T14:38:33.749320,2025-08-22T18:31:33.749320,B737-800,1126,2,AP205;AP135,Two-stops,On Time,,,233
F0017365,IndiGo,IN8824,AP009,AP282,2025-09-04T22:53:33.751327,2025-09-05T16:52:33.751327,A320,12482,1,AP130,One-stop,On Time,,,1079
F0017366,United,UN2462,AP151,AP290,2025-09-03T12:53:33.751327,2025-09-03T17:32:33.751327,B777-300ER,901,0,,Non-stop,On Time,,,279
F0017367,IndiGo,IN7474,AP233,AP158,2025-12-02T00:53:33.751327,2025-12-02T09:57:33.751327,ATR72,6620,1,AP055,One-stop,On Time,,,544
F0017368,SpiceJet,SP9603,AP165,AP213,2025-12-23T19:53:33.751327,2025-12-24T13:11:33.751327,B787,11345,0,,Non-stop,On Time,,,1038
F0017369,Lufthansa,LU4474,AP064,AP294,2025-10-05T12:53:33.751327,2025-10-06T00:56:33.751327,B787,10339,1,AP018,One-stop,On Time,,,723
F0017370,Delta,DE406,AP173,AP298,2025-10-31T04:23:33.751327,2025-10-31T19:42:33.751327,A320,11153,1,AP170,One-stop,On Time,,,919
F0017371,Delta,DE8177,AP219,AP252,2026-01-12T07:23:33.751327,2026-01-13T02:53:33.751327,A350,13250,0,,Non-stop,On Time,,,1170
F0017372,Lufthansa,LU9236,AP030,AP194,2025-12-24T02:38:33.751327,2025-12-24T17:05:33.751327,B737-800,10141,0,,Non-stop,On Time,,,867
F0017373,GoAir,GO4653,AP146,AP285,2025-11-24T14:53:33.751327,2025-11-24T20:59:33.751327,A320,4592,0,,Non-stop,On Time,,,366
F0017374,Air India,AI9822,AP232,AP002,2025-11-01T05:08:33.751327,2025-11-01T16:10:33.751327,A350,7575,0,,Non-stop,On Time,,,662
F0017375,Cathay,CA2850,AP292,AP027,2025-11-26T17:38:33.751327,2025-11-26T20:52:33.751327,B737-800,474,0,,Non-stop,On Time,,,194
F0017376,Delta,DE9865,AP203,AP076,2025-11-21T09:53:33.751327,2025-11-21T14:39:33.751327,ATR72,3469,0,,Non-stop,On Time,,,286
F0017377,SpiceJet,SP8871,AP061,AP212,2025-09-18T21:53:33.751327,2025-09-19T11:07:33.751327,B737-800,10635,1,AP245,One-stop,On Time,,,794
F0017378,IndiGo,IN7822,AP002,AP206,2025-10-11T23:38:33.751327,2025-10-12T01:01:33.751327,B737-800,476,0,,Non-stop,Delayed,395,Weather,83
F0017379,Qatar Airways,QA6494,AP250,AP298,2025-11-06T00:23:33.751327,2025-11-06T15:06:33.751327,A321neo,10551,1,AP144,One-stop,Delayed,186,Technical,883
F0017380,Lufthansa,LU3740,AP130,AP292,2026-01-07T15:53:33.751327,2026-01-08T02:52:33.751327,A321neo,7654,1,AP257,One-stop,On Time,,,659
F0017381,Qatar Airways,QA2258,AP012,AP072,2025-08-29T01:23:33.751327,2025-08-29T17:12:33.751327,A350,10739,0,,Non-stop,Cancelled,,Crew,949
F0017382,Lufthansa,LU1825,AP079,AP021,2025-08-11T21:23:33.751327,2025-08-12T15:03:33.751327,B777-300ER,11982,0,,Non-stop,On Time,,,1060
F0017383,Emirates,EM6551,AP095,AP214,2025-12-05T08:23:33.751327,2025-12-05T14:24:33.751327,A350,3306,0,,Non-stop,On Time,,,361
F0017384,GoAir,GO2624,AP186,AP004,2026-01-18T16:23:33.751327,2026-01-18T21:36:33.751327,A321neo,2222,0,,Non-stop,On Time,,,313
F0017385,Vistara,VI6642,AP028,AP013,2025-11-16T16:23:33.751327,2025-11-17T03:15:33.751327,B787,8340,0,,Non-stop,Delayed,340,Crew,652
F0017386,Singapore Airlines,SI9685,AP039,AP191,2025-08-14T17:23:33.751327,2025-08-14T23:07:33.751327,ATR72,3098,0,,Non-stop,On Time,,,344
F0017387,SpiceJet,SP5794,AP242,AP163,2025-09-20T05:08:33.751327,2025-09-20T12:51:33.751327,A350,4107,0,,Non-stop,On Time,,,463
F0017388,Qatar Airways,QA3472,AP019,AP099,2025-11-14T13:38:33.751327,2025-11-15T06:13:33.751327,A321neo,11321,2,AP025;AP269,Two-stops,On Time,,,995
F0017389,IndiGo,IN5547,AP104,AP049,2025-08-30T13:08:33.751327,2025-08-30T21:23:33.751327,B737-800,7138,2,AP101;AP183,Two-stops,Delayed,148,Crew,495
F0017390,Air India,AI6801,AP169,AP086,2025-10-20T23:08:33.751327,2025-10-21T05:23:33.751327,B737-800,5011,0,,Non-stop,On Time,,,375
F0017391,SpiceJet,SP6127,AP180,AP271,2025-12-24T12:23:33.751327,2025-12-25T06:03:33.751327,A321neo,11846,0,,Non-stop,On Time,,,1060
F0017392,United,UN2204,AP165,AP194,2025-10-04T17:23:33.751327,2025-10-05T08:21:33.751327,ATR72,11417,0,,Non-stop,Cancelled,,Security,898
F0017393,Cathay,CA6277,AP167,AP139,2025-10-20T07:53:33.751327,2025-10-20T14:18:33.751327,A321neo,4394,1,AP243,One-stop,On Time,,,385
F0017394,Cathay,CA8407,AP123,AP252,2025-09-06T02:38:33.751327,2025-09-06T15:09:33.751327,B737-800,9720,0,,Non-stop,On Time,,,751
F0017395,Delta,DE1666,AP219,AP046,2025-10-25T20:38:33.751327,2025-10-26T14:57:33.751327,B787,13064,1,AP017,One-stop,On Time,,,1099
F0017396,GoAir,GO7525,AP126,AP171,2025-11-16T06:08:33.751327,2025-11-16T18:15:33.751327,B787,8150,0,,Non-stop,On Time,,,727
F0017397,United,UN9058,AP074,AP003,2025-10-30T16:23:33.751327,2025-10-31T07:38:33.751327,B787,12280,0,,Non-stop,On Time,,,915
F0017398,United,UN8517,AP274,AP031,2025-11-17T20:08:33.751327,2025-11-17T22:01:33.751327,ATR72,881,1,AP145,One-stop,On Time,,,113
F0017399,GoAir,GO1268,AP035,AP109,2025-09-10T07:53:33.751327,2025-09-10T13:32:33.751327,A321neo,1941,0,,Non-stop,On Time,,,339
F0017400,IndiGo,IN7147,AP174,AP275,2025-09-21T02:53:33.751327,2025-09-21T17:42:33.751327,B737-800,10193,0,,Non-stop,Delayed,282,Late Incoming Aircraft,889
F0017401,IndiGo,IN2696,AP206,AP192,2025-08-15T04:23:33.753337,2025-08-15T08:27:33.753337,B787,1146,0,,Non-stop,On Time,,,244
F0017402,United,UN2133,AP216,AP231,2025-11-08T06:38:33.753337,2025-11-08T14:30:33.753337,ATR72,3242,0,,Non-stop,On Time,,,472
F0017403,Lufthansa,LU2244,AP063,AP027,2025-08-16T21:38:33.753337,2025-08-17T12:55:33.753337,B777-300ER,11064,0,,Non-stop,On Time,,,917
F0017404,United,UN3119,AP215,AP112,2025-08-20T06:53:33.753337,2025-08-20T15:06:33.753337,A321neo,4951,0,,Non-stop,On Time,,,493
F0017405,GoAir,GO5281,AP122,AP065,2025-12-17T06:38:33.753337,2025-12-17T17:22:33.753337,B787,6364,0,,Non-stop,On Time,,,644
F0017406,Delta,DE5074,AP232,AP025,2025-11-28T16:08:33.753337,2025-11-28T18:18:33.753337,B737-800,519,0,,Non-stop,On Time,,,130
F0017407,Vistara,VI4135,AP160,AP176,2025-08-20T19:38:33.753337,2025-08-21T06:45:33.753337,B787,7091,0,,Non-stop,On Time,,,667
F0017408,Delta,DE8177,AP092,AP201,2025-12-14T07:08:33.753337,2025-12-14T13:47:33.753337,B777-300ER,4008,0,,Non-stop,On Time,,,399
F0017409,SpiceJet,SP3738,AP213,AP243,2025-11-30T05:08:33.753337,2025-11-30T08:03:33.753337,A321neo,1072,1,AP001,One-stop,On Time,,,175
F0017410,Cathay,CA901,AP237,AP131,2025-11-16T19:23:33.753337,2025-11-17T00:04:33.753337,A320,3240,0,,Non-stop,On Time,,,281
F0017411,United,UN5114,AP116,AP253,2025-11-07T11:53:33.753337,2025-11-07T15:28:33.753337,ATR72,1816,0,,Non-stop,On Time,,,215
F0017412,Emirates,EM8008,AP267,AP269,2025-09-16T09:08:33.753337,2025-09-16T17:52:33.753337,A350,6448,1,AP220,One-stop,On Time,,,524
F0017413,Lufthansa,LU6509,AP022,AP168,2026-01-13T23:38:33.753337,2026-01-14T09:00:33.753337,A321neo,7633,0,,Non-stop,On Time,,,562
F0017414,IndiGo,IN5971,AP244,AP217,2025-09-24T20:38:33.753337,2025-09-25T04:50:33.753337,A350,5097,0,,Non-stop,On Time,,,492
F0017415,Qatar Airways,QA5867,AP151,AP124,2025-09-03T09:38:33.753337,2025-09-03T22:36:33.753337,A320,8005,0,,Non-stop,Delayed,174,Weather,778
F0017416,Singapore Airlines,SI5022,AP235,AP051,2025-12-20T00:08:33.753337,2025-12-20T14:20:33.753337,A350,10287,0,,Non-stop,On Time,,,852
F0017417,Lufthansa,LU666,AP179,AP187,2025-09-14T12:08:33.753337,2025-09-14T17:47:33.753337,ATR72,3398,0,,Non-stop,On Time,,,339
F0017418,United,UN671,AP107,AP154,2026-01-14T04:38:33.753337,2026-01-14T08:59:33.753337,A321neo,893,0,,Non-stop,On Time,,,261
F0017419,Qatar Airways,QA7188,AP056,AP161,2025-12-20T23:23:33.753337,2025-12-21T13:52:33.753337,ATR72,9511,1,AP214,One-stop,On Time,,,869
F0017420,Delta,DE3546,AP031,AP041,2026-01-08T04:53:33.754345,2026-01-08T08:54:33.754345,B787,959,0,,Non-stop,On Time,,,241
F0017421,Delta,DE5891,AP013,AP290,2026-01-14T00:38:33.754345,2026-01-14T03:58:33.754345,B737-800,1521,0,,Non-stop,On Time,,,200
F0017422,Emirates,EM7069,AP102,AP183,2025-09-20T01:53:33.754345,2025-09-20T19:31:33.754345,B777-300ER,12196,1,AP067,One-stop,On Time,,,1058
F0017423,Singapore Airlines,SI2076,AP028,AP004,2025-08-20T18:08:33.754345,2025-08-21T12:29:33.754345,B777-300ER,13187,0,,Non-stop,On Time,,,1101
F0017424,GoAir,GO8234,AP223,AP115,2026-02-03T18:23:33.754345,2026-02-04T02:05:33.754345,B737-800,4749,0,,Non-stop,On Time,,,462
F0017425,GoAir,GO5388,AP259,AP194,2025-08-20T20:38:33.754345,2025-08-20T22:11:33.754345,B737-800,805,0,,Non-stop,On Time,,,93
F0017426,Singapore Airlines,SI8501,AP227,AP211,2025-12-25T18:53:33.754345,2025-12-26T03:54:33.754345,B787,5263,1,AP109,One-stop,On Time,,,541
F0017427,Qatar Airways,QA3458,AP119,AP214,2025-11-15T16:23:33.754345,2025-11-15T22:16:33.754345,ATR72,3341,0,,Non-stop,On Time,,,353
